video_id,label
KabnUV5luJ8,1
iGiwNf_bor4,1
6aSoP0mDM0g,1
H_RFyF-tgZ4,1
E_hjqpXgUO0,1
pQuS5Pmrtnk,1
PrVlPEVKLsQ,1
4ZNrgoL7j38,1
rw7ACJ4X-TM,1
A75E10uGgW8,1
7dGn0uujYBI,1
QHZVheS0Rjo,1
OBpsb96Kk9Y,1
Y71PjnKmB8Y,1
Zs1L4pg0p8E,1
kV_SMlFog14,1
r855UarP6B8,1
67xDDDWU62I,1
-Qlp7Ui6nqY,1
W5tTnbWEaEE,1
uFakgnXcnI4,1
OcN73QSxAis,1
GId5cPWykpE,1
msLNnMYGHuk,1
8WeSEjfdxl0,1
Jpiv4nke3qo,1
OVcDuWKVVOM,1
2aPDRD1PlaM,1
7O1ROHb7agc,1
K8AdS3qfMrc,1
hDLSpo-0mvo,1
jpBJrxh2U1c,1
LiyxmHTl3vs,1
hRzzcLvsG8o,1
IRt8iC_bayQ,1
j4MvbUFAOwQ,1
ShLo6IJcvuM,1
tVX2NoWjWGg,1
R8mrzjrFScQ,1
4opOB1qzxIs,1
4etqiIEvjgE,1
CqDg1zcb4ug,1
Bh3ii6JbVeQ,1
q2VEqvfz1y8,1
Pun_htw1Afc,1
7UjLaN6HmVQ,1
WZmHM935Op4,1
OqubLQdv8og,1
uCi1S7mUVwc,1
CvDyJcAIGXQ,1
9a2u8q0bUEc,1
Nh_TeOWhNI8,1
bpAmDLMeVHg,1
tag7v4Kq0oE,1
1Ht5M0T6QgI,1
1dR9bUdd6sI,1
DrueeMVpLdg,1
6H4JdyncrHw,1
honVi2_nTcU,1
PC01it22hAE,1
bRmFnVxstYg,1
e4AbAHj6G8k,1
eLHKDjxUVpU,1
EPN2tlJ1eYs,1
HiAjm7YfdPs,1
Zk5L3Dh86O4,1
EDbNMkJsA5c,1
BXTTfPCqz60,1
cSwdDYdpCBg,1
PMQr39lLRvo,1
qCsmpSO3MGo,1
MFCtF1rt6m4,1
1oNguS6b6LE,1
toyMWF5-byA,1
cF5vu3oxh28,1
ofDiMuo7g9M,1
dlbvkEKdlas,1
2t5pRDCW518,1
1Z8OzWRDSqE,1
9Hwv4wsDgTc,1
UM4yBd7zMcY,1
ZtmTGxwV4CM,1
2j3p_aDMTNg,1
gibl0254N5I,1
POnobH-zELU,1
Ulsh_Meyl6A,1
cHCRhcTJpEo,1
by11c8iEXQc,1
KW1raE65V10,1
sD-aCBWI4ng,1
1j79qSxKy2Y,1
Z0ru-0li52k,1
LVCckSA0cj8,1
S7ZO3xcnoOg,1
s6IBRqUODXA,1
KeKime5l-ww,1
HXK-Isx_Pbk,1
6dyAYo1ecbY,1
y5vMRncFqMo,1
L0ZVBJrXiXM,1
vHW59tFsh4M,1
dzAXW1wE1Mo,1
ytPWociPIxM,1
CKRm5ClW858,1
14NgEzOAcHI,1
ythhr1-0-5Q,1
PEYy1lHjjp4,1
0G8QE0_9w1I,1
WG7ZvcbQA1M,1
7eIR9hWVDdI,1
WC_yi2A1Zb4,1
ErOkdNTDyuM,1
nCm9zU78YgM,1
YxK7v3SuQwc,1
UQmgKIWFnHc,1
LU7Aua-i1kk,1
j42pfPRGqFA,1
7zPOfIV9AKw,1
gE45k-WhIvI,1
oglHnyiPMQI,1
UqLVjpxwzuc,1
fq1e95hUbmg,1
jxVyR_Rlyrg,1
-m37IeeWhTk,1
WIEdwJL82fA,1
z7sUxKYBGzw,1
N7acIshLJkQ,1
bb1EFmt3ssg,1
3tQz5788E2o,1
ayqXlM3P2Hw,1
PTdmxV5W5wQ,1
_9FFQNY29Bc,1
0MFyfrbU7fg,1
eo0ZVKpdc_A,1
mKOTSIp54B0,1
t_27ZxBwJqM,1
Kyf1p-90wl4,1
3gTftQlJ2kk,1
D2DepIqvcR4,1
OogfWlSFlqU,1
DwtyC6Lw0AQ,1
zdV1d7XqvjU,1
CY8lsFHqfjU,1
GvvYfM5SUjs,1
69hLxmWxQJk,1
n7fWkSKzYtE,1
syyvpSwbOMQ,1
UmMDHQkHbhY,1
azEIL1ElfdE,1
2aFTuqyUM58,1
s6XELrVWKIQ,1
sWpgkfndDfo,1
Tl9ZS7cECBc,1
AjVjQeeQ1Z8,1
jJCnNRR-Cjc,1
GDtyMWZ95so,1
yJdKqxsrhms,1
SshJaAtLbMk,1
p-89mGr7KkU,1
N15Q6AvS-GU,1
-0GUYyiuNbE,1
0CmYcqLF51k,1
DYOg_NjenAs,1
cnzV6ct8nAg,1
9oL9EL3F2lw,1
J57N_OF3GAQ,1
PNXrVXV2eUc,1
z2oUOyuYzQo,1
nCQ5cEXtffs,1
z5dHaoRTVtI,1
8HL0TlpmITU,1
xcXifvHtYVI,1
pj_swzf8WvQ,1
15D8oe-NNdQ,1
aJ5dqU5E_v4,1
UkPy5ZGvE0k,1
Hv8Q5PkQpn0,1
NHNCn2oTRjc,1
aCPbDf6GERk,1
3wPZMq1yTJU,1
s0KABnZk1TE,1
j5_GAzDu4G8,1
t10i_sgMNY4,1
Ha_Fsc3h3w4,1
9qoP3beMiKc,1
iBP88JoFKA4,1
B1gcvVu03rg,1
cRx3MJ60VfQ,1
etASdSNM4_w,1
Z_bk24JAiZQ,1
iQ9ibixIUuI,1
I_YqbjdCC1Y,1
ptR-RKnGjR0,1
9NbO8pump7c,1
pF6N-bLaXTE,1
HejkyFmc6BQ,1
w9UI5ItC2vI,1
4dZcRG1Nu8g,1
lAMVNiL0QJE,1
35WL5ELAgT8,1
XmsDnOmbs8Y,1
zK03_7ywHjQ,1
0-Bm8kKL7Qs,1
55e-28L71ns,1
Iz71BtYPC1U,1
yKOKZsb5guo,1
O5QOcIlgQNQ,1
5zP1ZRYBvgs,1
Lr8krR5RR8E,1
i9JYtsHuJO0,1
xgqyw993vG0,1
EFkFuijFAJY,1
ZZVBHCgscpw,1
z2-0_k-5O8M,1
3DHh9HRmMX4,1
Wm2bRgtRRiM,1
H4GV-z38GHU,1
SKyIKcQ8ld0,1
ops5ka1kCyQ,1
WsDjn4k6S4Y,1
rODMC0PoXKQ,1
ImzLvOct5ZI,1
KN44OcdNCVE,1
so2gmNmnbOk,1
NHWDNuEndUg,1
Zfk8mcRECiM,1
RjrT4HIg-Xo,1
H4-7jiUFc6g,1
848oTyWj03s,1
Ct1VGA617LU,1
9XNoDogOD74,1
CGAJ4wkDG68,1
9MSE7eMh5wg,1
YxZIVO1Fw6I,1
8bQhKasAaBA,1
A4N7wU3uXek,1
83Axz7myLzc,1
kKB0sYCeoyo,1
-JCchP7fiPg,1
o8O_5vTkcEM,1
OxuWkx9iqhg,1
J0xQtVwdqn8,1
DKfprXoud-g,1
82u9Z7bJiEI,1
jQFuPvMZNto,1
5qUPXw95V9A,1
RNUTMIQ1pF4,1
qYtBkcYjO8Q,1
BgpgAS-uido,1
RM9gnc7PCLQ,1
6jphMh3Gbjw,1
XPfskHfdOlw,1
itEUMWOX7xQ,1
3qXGCo0YAJg,1
hhKRVeSPP5U,1
2xvv9y-a9VM,1
ksJX0sc51bE,1
4Nh0_Hs5-Vg,1
PGiaLV-erO8,1
0WFfb1PEewI,1
fKK95hKvjTA,1
5TU-Ojy_oeI,1
6SLengovjLc,1
G1Qjah7C7Qs,1
qdk5dBcKfh4,1
-5t5xJ5-Syk,1
FdV5lTtx5C8,1
eELiEU2YRQU,1
ZRejC5N3wCU,1
rTroOOO4Fv4,1
IGRKv0Ybf78,1
eMX3AhydoGk,1
NiBtsoZ-Teg,1
XD-ogqzDcVk,1
z2qwW67jiLI,1
Ntb08RYuVco,1
7tE7jHXC3c8,1
h32UF5Z0OEA,1
UF8txXCjAjs,1
StNUa-kPYis,1
qdX6yTMB19M,1
HAp6Yk5Pn9Q,1
Z9mXhp7jcYY,1
wh64IzxcqkE,1
I0QOCxTc2lA,1
oL9icis5Ico,1
53TwndBYxE0,1
S56_JS4yV3c,1
KsjgGCnsKts,1
2ivJDnHVCtc,1
hlHSTU0iA7k,1
YZCQ-utM3lg,1
znZwALsdnTA,1
aUGigYuOGNg,1
aa73uW1raw8,1
l-Kpn-3clqw,1
TroO2kImZ7A,1
nzIC52_L8XM,1
B68GxCrs5rI,1
OF2Hrq2aK5k,1
UkjmTzUZbdQ,1
jxxzi4es0Ko,1
MQ8DQgAwXew,1
NIAnOmqK2k0,0
KDiUF9FG70Y,0
QXYzsFfvpLg,0
PNKWjqW8kvI,0
iKKRU3ALjb0,0
N-fELwFvM64,0
r94vuvwUSkY,0
RuulBCGVU3M,0
EFzi4AqU28I,0
jHLcR_CSlsE,0
RL3q9VVxLmY,0
n6UBgUWP_Eo,0
G4R6dRKqkk8,0
w0L-0bCNIg0,0
ito9uuQ8xJE,0
etiGAtbJY-Q,0
GlCWL3Hw6hA,0
PlJsnrOkyBA,0
iSBpvh4y_lU,0
1jvTXgyQon4,0
upJSHnpWEm8,0
LbDfEDuJ5tc,0
0CpznVak0OU,0
wzHij1yPxKw,0
vYrNf0GHz00,0
Zz5pN4auNC8,0
mfYjU_MEb5o,0
CaZOsohBzpw,0
-S7fktM8ygc,0
cm9YBvDX7ME,0
oO__jR7uGLs,0
p5Ba_c-yc_0,0
7KHtCb6SdCw,0
UyJ8EeOGO4U,0
auoXiuWJeds,0
JatoWNAQC0Y,0
ukc9jO3CtG8,0
IEaupOx0spw,0
71sZWLPj51E,0
LsCUUiEoQd0,0
lzeZuTGf6bI,0
laYzJkkvzlk,0
N_YwmyTVDf0,0
fHnrCumc__o,0
1lycLtcSIAw,0
ULw52e7joTE,0
qJabm5GuLgM,0
UFUW7gCOnnk,0
Bl_HCDqb2L8,0
1qska9APRyo,0
DU-4HgLCvrI,0
sIED0GYQd9A,0
65orJe9vT5w,0
jGvh9KvfIfo,0
3c1cLJPUC88,0
9FW8HBOFlew,0
84b97qSl0po,0
GgtPkQtEb_k,0
YgXrbSA1Hus,0
akaUS6bDNG0,0
XnEbAzcgQI4,0
HXjwPQJC9Lg,0
l5yVXu3NP4Y,0
yNq2ohzHYkE,0
AcpjvVFAayo,0
tcJUZxaLG3I,0
TByQKicNkx0,0
-yEJnYJ5Mh8,0
qklMbnbFNTc,0
gZR1CvSQntE,0
D86V3Sqynws,0
Z8ONlWKOREQ,0
XXy_wqhocrk,0
fzSK2gAkdD8,0
s5King9rvag,0
zeKBv6nR3AY,0
oswlVsA-E0c,0
UfjDM91rBm8,0
fRRRO0v4d-4,0
iobxXfTeAGI,0
cKo2f53M9xw,0
F6B2vzAQ2Gs,0
MS5UjNKw_1M,0
myA8PkEEvQw,0
SlypfrKDkPs,0
GGRlnaBIeVc,0
soBb4X5Hb6k,0
dJUtlWmX-g0,0
R6e4ruziZBI,0
YPYapjMJuH4,0
dknj-CwUMWQ,0
-4sU_AhRPY0,0
8vIMeyrj8SI,0
uEaJZQBMsG0,0
-q0hDzzmBnE,0
4EJE6zhE4SY,0
0YKJ21BFn1g,0
iL76UX09gJY,0
ErEZxdQom0s,0
ud14HRejV1E,0
Mj8l9YurraU,0
Acjf66Qdj2U,0
67NviOAjZNY,0
Dq1APy0F-Vw,0
2the5Q0v6-A,0
XMGSXXa8hD4,0
pX2MT5PWRiA,0
x3zgCVqqf3Q,0
oRtFOa3RqYM,0
xeIvDFVsDQQ,0
xAwIAjAAn8E,0
yK-e1Ywfx2I,0
jDwlS5uVyDY,0
LxxpcpbAqKs,0
DjjhkX6X1ag,0
SylQNXnUnLc,0
HsbgFEO2pw0,0
_BGEcgoyy0Q,0
LEgOuF_SD4k,0
9mhQsIn_UDM,0
wzdnZ7ORwFY,0
Lf3kPo8WYM4,0
H1G4YkM9KoI,0
pvuU69My2G4,0
SqncztiSpio,0
VVnuCsMP7fI,0
lWtyYZb9iVc,0
MPhZ4l7QePk,0
UaVWRetR4jg,0
Ed8IFzahCEM,0
eTSSApFkmzA,0
fONFSAKwmnQ,0
fTwXS2H_iJo,0
B_hCjP7YmKM,0
V7nQiUl6Iqw,0
Dc6aiskfJgU,0
hiZEOlHUxmw,0
eS5CaAkgkys,0
UbX9kXMNtqI,0
AmFoBhSWMAc,0
08M8OIn_mIs,0
SzXX9SxK858,0
cL5y-lggdHI,0
cBrtfUXq3m0,0
EVLyFAfe500,0
tRRI5_s0N5c,0
b3gOvVD_Za4,0
zsGwdhTFaJI,0
DwnugGAPxa0,0
zRAHJzuU12U,0
BaVqK7FXF80,0
xNZiHBf-bEw,0
xOWiIR99J-Q,0
S8oP5zcbRTw,0
TbrE3YKJBwc,0
xHC_qFPeXt0,0
tBF0YllXKEk,0
PCg_fw56rE4,0
RC2tqSYy6CI,0
zk5tGzJiMDo,0
-6jXkOAQ4XY,0
HIYA_A5hr1A,0
PssB-GNRvDU,0
trrUc_SOhcg,0
oTdZaiSRwqI,0
1MrTKuOOe54,0
uoLwaUE8Nko,0
fpVjjo-gUjM,0
oZSdEf1iMMY,0
VWeF1iy16h8,0
5DLrIlUMXc4,0
wKBeArVeemg,0
hsV-wtwaWhg,0
g999vkhe_-c,0
KTo9s8qWK8o,0
M5U04UjfdhM,0
IUsAXHIDYtE,0
Lq_laof-r6U,0
nendAt9awIQ,0
27vCPLE3E5I,0
K0t2psUW8H8,0
yqr6yLyuHQA,0
CX4v7JacL9w,0
_fcWn0XZSEo,0
LfCAw2Tb8JE,0
hm9ohmfZz3s,0
-p6Z67mO2PM,0
I8CmKtWlu6Q,0
3ikc_9cANE4,0
z4LK2IsBljc,0
Lql9X4zmy7A,0
G5Gb3hoM0ag,0
xCQivPHRMM0,0
3ZZNyZpPzoA,0
LHV4bHdqir0,0
EmnF-YaKbYU,0
sJlzDiNPacw,0
kOPHkWcbSho,0
nQBdHREKDqE,0
WVQrDJv-FJk,0
vbMFE5x0SH8,0
jieTlkwNKco,0
wLegCFsOi_E,0
sAyXNRQpVWc,0
ZT6mvIYoPz0,0
li8bfx6AQOo,0
lqaUh3OMvvM,0
hDuIovlDTGU,0
pCZNz1h7ixM,0
n3QKTLl3v1I,0
dH1ZM8wbebE,0
OyCtVFI-0RM,0
tLv9IqcoNe8,0
R1zSgmYnxUI,0
LwsKBrCvZ_w,0
sTtoTavX5a4,0
eYxYCF4DDoU,0
IWc5yFHyF_A,0
8JlGiBBY-wk,0
dDuJnlWjymw,0
CKTaX7KsOls,0
34ePtFljMAA,0
6oVWO-dJBbo,0
7kN-eACn79Y,0
Atj5mXB8gvo,0
9IPVrD3zpZ0,0
iCepINjKo1s,0
3S42pD_BoqM,0
8zr88HLiSRo,0
FeyyVGnlg1w,0
WGjYvDY7Qd0,0
bxX2FkIytmM,0
GwNgPBJ4GEg,0
Rp9h4YEV6Rk,0
8qyAHZwlgX8,0
JOqNBF_GjkM,0
izOBdqqpX98,0
cOq6EiwCKl0,0
5b-orAw0Nm8,0
AmfeL8-MSOc,0
hXkc7xLzwjY,0
441oh_MOb3Q,0
mHAK9KbsZIQ,0
NjJjm78TyGw,0
L9R-z41kJb0,0
BCsBfoUIqUg,0
omajn7InyjE,0
KZhb-2V5aBo,0
Gk-_woFwh5A,0
D-jStOgXrK8,0
9I3FrK7anyg,0
J2vNRJ2HZ3g,0
Ia0hYdi-2Hc,0
ZCJyErOdHec,0
XxuqTtFMTY4,0
IOVSVq2l2OE,0
OeqRe5sQTUY,0
e580uxvdamE,0
k0jJL_YFyIU,0
iwdSBHKWrVI,0
XT6Y0D-u0mA,0
5t1j1znirWM,0
YLWqqDVWsXo,0
kQyCp9zOBk4,0
WwuE7Ca_hOY,0
GRv21C9fgb0,0
6PA2wN15dW4,0
RFf6P_Micm4,0
JIqyY2nN48o,0
LhXr_suZZa0,0
zeEcNj73QkQ,0
eEEwe2Uk2bo,0
sYqlXCC0Sx8,0
MvGsw-a80FU,0
AbF_L-DFkFI,0
zWsRaHn776M,0
mo5QmjPAv3o,0
XS--OfDpPnE,0
r-1fDpp80Hs,0
q5v3mN-ctH8,0
n6-USQmdkyc,0
LUAGNeKpzBE,0
h5gNSHcoVmQ,0
p3CCdW-pScI,0
Z3v7r8AguJA,0
7DvceKw_sWc,0
lY-dQrapYOg,0
u30ezIL56g8,0
J-OsiJtukJc,0
88KM7poMYCo,0
F9HcLxl4XOg,0
6MqpV3yJY7Y,0
W6eKrR9075Y,0
sWwiSQURvms,0
CRIPSbVsroY,0
eZ3Ssxe8vsw,0
pFByTlzYFAM,0
tI6ZINZoZ2w,0
nBoPm_ZJPDc,0
tscgWCBbeao,0
AkgD7PoW43g,0
Z6BmQU9ZwlY,0
m9jTfMVCInY,0
ZeSNF-R8M1I,0
oqn7Eze1vn8,0
5G8sOPQ94t0,0
D7hcduibfxo,0
QuOdMf_vEgA,0
kSJHTgN9Z1s,0
TLw64MCra3U,0
liII_ikKCIo,0
yyaEuBNhpqY,0
CQ-qQIKWYBw,0
rs3vQ49mfrY,0
T-9nFXNAE2I,0
yJp5bEEO8uo,0
1qZORdDEc3Q,0
